Item,Description,Quantity On Hand,Quantity On Purchase Order,Price,Width,Height,Depth,Cub. ft,Weight
Cabinets(Richmond):V549ST-Richmond,V549ST-Richmond Straight Valance,17.00 ,1.00 ,99.00 ,0.91,0.63,5.06,0.17,4.796
Cabinets(Richmond):VDB122130-Richmond,VDB122130-Richmond,28.00 ,0.00 ,279.00 ,23,7.5,36.03,2.29,32.727
Cabinets(Richmond):VDB1221345-Richmond,VDB1221345-Richmond,19.00 ,0.00 ,339.00 ,22.45,6.70,36.03,3.14,52.5
Cabinets(Richmond):VSB181630-Richmond,VSB181630-Richmond,35.00 ,0.00 ,175.00 ,20.08,7.5,31.7,1.594,21.198
Cabinets(Richmond):VSB241830-Richmond,VSB241830-Richmond,71.00 ,0.00 ,219.00 ,26.19,7.5,31.7,2.03,29.131
Cabinets(Richmond):VSB242130-Richmond,VSB242130-Richmond,97.00 ,0.00 ,239.00 ,33.1,5.1,24.8,2.423,37.4
Cabinets(Richmond):VSB2421345-Richmond,VSB2421345-Richmond,28.00 ,0.00 ,299.00 ,25.20,5.71,36.03,3.00,38.9
Cabinets(Richmond):VSB302130-Richmond,VSB302130-Richmond,97.00 ,2.00 ,269.00 ,32.3,7.5,23,2.514,37.662
Cabinets(Richmond):VSB3021345-Richmond,VSB3021345-Richmond,30.00 ,0.00 ,339.00 ,31.50,5.71,36.03,3.75,45.0
Cabinets(Richmond):VSB362130-Richmond,VSB362130-Richmond,39.00 ,0.00 ,319.00 ,38.2,7.5,23,3.628,42.790
Cabinets(Richmond):VSB3621345-Richmond,VSB3621345-Richmond,18.00 ,0.00 ,389.00 ,33.08,5.71,37.60,4.11,51.4
Cabinets(Richmond):VSB422130-Richmond,VSB422130-Richmond,22.00 ,0.00 ,389.00 ,44.9,7.5,23,4.233,53.494
Cabinets(Richmond):VSB4221345-Richmond,VSB4221345-Richmond,0.00 ,0.00 ,469.00 ,33.08,5.71,43.51,4.76,74.3
Cabinets(Richmond):VSB482130-Richmond,VSB482130-Richmond,10.00 ,7.00 ,459.00 ,50.4,5.5,32.1,5.149,69.3
Cabinets(Richmond):VSB4821345-Richmond,VSB4821345-Richmond,0.00 ,0.00 ,539.00 ,33.08,5.71,49.41,5.40,84.7
Cabinets(Richmond):W0930-Richmond,W0930-Richmond,73.00 ,5.00 ,130.00 ,13.39,5.32,31.7,1.31,18.7
Cabinets(Richmond):W0936-Richmond,W0936-Richmond,34.00 ,0.00 ,159.00 ,13.39,5.32,37.6,1.55,23.1
Cabinets(Richmond):W0942-Richmond,W0942-Richmond,32.00 ,0.00 ,189.00 ,13.39,5.32,43.51,1.8,26.4
Cabinets(Richmond):W1230-Richmond,W1230-Richmond,255.00 ,0.00 ,149.00 ,13.39,5.91,31.7,1.45,23.1
Cabinets(Richmond):W1236-Richmond,W1236-Richmond,78.00 ,0.00 ,175.00 ,13.39,5.91,37.6,1.73,26.4
Cabinets(Richmond):W1242-Richmond,W1242-Richmond,39.00 ,5.00 ,209.00 ,13.39,5.91,43.51,2,30.8
Cabinets(Richmond):W1530-Richmond,W1530-Richmond,187.00 ,45.00 ,159.00 ,16.34,5.32,31.7,1.6,26.4
Cabinets(Richmond):W1536-Richmond,W1536-Richmond,27.00 ,35.00 ,199.00 ,16.34,5.32,37.6,1.89,29.7
Cabinets(Richmond):W1542-Richmond,W1542-Richmond,29.00 ,15.00 ,229.00 ,16.34,5.32,43.51,2.19,35.2
Cabinets(Richmond):W1830-Richmond,W1830-Richmond,170.00 ,20.00 ,179.00 ,19.3,5.32,31.7,1.89,29.7
Cabinets(Richmond):W1836-Richmond,W1836-Richmond,64.00 ,0.00 ,219.00 ,19.3,5.32,37.6,2.24,34.1
Cabinets(Richmond):W1842-Richmond,W1842-Richmond,66.00 ,0.00 ,249.00 ,19.3,5.32,43.51,2.59,39.6
Cabinets(Richmond):W2130-Richmond,W2130-Richmond,185.00 ,0.00 ,189.00 ,22.45,5.32,31.7,2.19,31.9
Cabinets(Richmond):W2136-Richmond,W2136-Richmond,25.00 ,25.00 ,239.00 ,22.45,5.32,37.6,2.6,37.4
Cabinets(Richmond):W2142-Richmond,W2142-Richmond,39.00 ,0.00 ,269.00 ,22.45,5.32,43.51,3.01,44
Cabinets(Richmond):W2418-Richmond,W2418-Richmond,79.00 ,0.00 ,169.00 ,25.2,5.91,25.4,2.19,20.680
Cabinets(Richmond):W2424-Richmond,W2424-Richmond,63.00 ,0.00 ,189.00 ,25.2,5.91,25.4,2.19,28.139
Cabinets(Richmond):W2430-Richmond,W2430-Richmond,226.00 ,85.00 ,209.00 ,25.2,5.32,31.7,2.46,36.3
Cabinets(Richmond):W2436-Richmond,W2436-Richmond,75.00 ,10.00 ,259.00 ,25.2,5.32,37.6,2.92,41.8
Cabinets(Richmond):W2442-Richmond,W2442-Richmond,109.00 ,0.00 ,289.00 ,25.2,5.32,43.51,3.38,50.6
Cabinets(Richmond):W2730-Richmond,W2730-Richmond,72.00 ,90.00 ,229.00 ,28.35,5.32,31.7,2.77,41.8
Cabinets(Richmond):W2736-Richmond,W2736-Richmond,14.00 ,45.00 ,279.00 ,28.35,5.32,37.6,3.28,47.3
Cabinets(Richmond):W2742-Richmond,W2742-Richmond,32.00 ,15.00 ,309.00 ,28.35,5.32,43.51,3.8,35.2
Cabinets(Richmond):W3012-Richmond,W3012-Richmond,144.00 ,155.00 ,149.00 ,13.39,5.91,31.7,1.45,22
Cabinets(Richmond):W3015-Richmond,W3015-Richmond,258.00 ,20.00 ,169.00 ,16.34,5.32,31.7,1.6,22
Cabinets(Richmond):W3018-Richmond,W3018-Richmond,256.00 ,12.00 ,179.00 ,19.3,5.32,31.7,1.89,27.5
Cabinets(Richmond):W3024-Richmond,W3024-Richmond,75.00 ,100.00 ,209.00 ,25.2,5.32,31.7,2.46,35.2
Cabinets(Richmond):W3030-Richmond,W3030-Richmond,152.00 ,110.00 ,259.00 ,31.5,5.32,31.7,3.08,44
Cabinets(Richmond):W3036-Richmond,W3036-Richmond,81.00 ,0.00 ,299.00 ,31.5,5.32,37.6,3.65,50.6
Cabinets(Richmond):W3042-Richmond,W3042-Richmond,57.00 ,0.00 ,329.00 ,31.5,5.32,43.51,4.22,59.4
Cabinets(Richmond):W3312-Richmond,W3312-Richmond,23.00 ,10.00 ,159.00 ,13.39,5.91,34.45,1.58,23.1
Cabinets(Richmond):W3315-Richmond,W3315-Richmond,45.00 ,0.00 ,179.00 ,16.34,5.32,34.45,1.74,25.3
Cabinets(Richmond):W3318-Richmond,W3318-Richmond,10.00 ,20.00 ,189.00 ,19.3,5.32,34.45,2.05,28.6
Cabinets(Richmond):W3324-Richmond,W3324-Richmond,35.00 ,0.00 ,219.00 ,25.2,5.32,34.45,2.67,38.5
Cabinets(Richmond):W3330-Richmond,W3330-Richmond,56.00 ,40.00 ,269.00 ,31.5,5.32,34.45,3.34,47.3
Cabinets(Richmond):W3336-Richmond,W3336-Richmond,28.00 ,5.00 ,319.00 ,34.26,5.32,37.6,3.97,55
Cabinets(Richmond):W3342-Richmond,W3342-Richmond,20.00 ,0.00 ,359.00 ,34.26,4.93,43.51,4.25,63.8
Cabinets(Richmond):W3612-Richmond,W3612-Richmond,65.00 ,30.00 ,169.00 ,13.39,5.91,37.6,1.73,24.2
Cabinets(Richmond):W3615-Richmond,W3615-Richmond,100.00 ,20.00 ,189.00 ,16.34,5.32,37.6,1.89,26.4
Cabinets(Richmond):W3618-Richmond,W3618-Richmond,82.00 ,0.00 ,209.00 ,19.3,5.32,37.6,2.24,30.8
Cabinets(Richmond):W3624-Richmond,W3624-Richmond,118.00 ,0.00 ,229.00 ,25.2,5.32,37.6,2.92,39.118
Cabinets(Richmond):W3630-Richmond,W3630-Richmond,125.00 ,25.00 ,299.00 ,31.5,4.93,37.6,3.38,49.5
Cabinets(Richmond):W3636-Richmond,W3636-Richmond,31.00 ,10.00 ,349.00 ,37.41,4.93,37.6,4.01,57.2
Cabinets(Richmond):W3642-Richmond,W3642-Richmond,26.00 ,0.00 ,369.00 ,37.41,4.93,43.51,4.64,69.3
Cabinets(Richmond):W3915-Richmond,W3915-Richmond,29.00 ,0.00 ,175.00 ,31.5,4.93,43.51,3.91,57.2
Cabinets(Richmond):W4218-Richmond,W4218-Richmond,12.00 ,0.00 ,202.00 ,31.5,4.93,49.41,4.44,68.2
Cabinets(Richmond):W4230-Richmond,W4230-Richmond,67.00 ,0.00 ,339.00 ,31.5,4.93,43.51,3.91,57.2
Cabinets(Richmond):W4830-Richmond,W4830-Richmond 4 Doors,45.00 ,10.00 ,369.00 ,31.5,4.93,49.41,4.44,68.2
Cabinets(Richmond):W6030-Richmond,W6030-Richmond,195.00 ,0.00 ,425.00 ,13.39,13.19,31.7,1.62,78
Cabinets(Richmond):WEC1230-Richmond,WEC1230-Richmond,5.00 ,15.00 ,219.00 ,13.39,13.19,31.7,1.62,19.8
Cabinets(Richmond):WEC1236-Richmond,WEC1236-Richmond,15.00 ,0.00 ,249.00 ,13.39,13.19,37.6,1.93,24.2
Cabinets(Richmond):WEC1242-Richmond,WEC1242-Richmond,9.00 ,10.00 ,269.00 ,13.39,13.19,43.51,2.23,25.929
Cabinets(Richmond):WMD1530-Richmond,WMD1530-Richmond Mullion Door Only,14.00 ,1.00 ,179.00 ,15.95,1.78,30.12,0.50,8.6
Cabinets(Richmond):WMD1536-Richmond,WMD1536-Richmond Mullion Door Only,21.00 ,0.00 ,199.00 ,15.95,1.78,36.03,0.59,10.2
Cabinets(Richmond):WMD1542-Richmond,WMD1542-Richmond Mullion Door Only,16.00 ,0.00 ,229.00 ,15.95,1.78,41.93,0.69,12
Cabinets(Richmond):WMD1830-Richmond,WMD1830-Richmond Mullion Door Only,9.00 ,3.00 ,219.00 ,19.10,1.78,30.12,0.59,10.2
Cabinets(Richmond):WMD1836-Richmond,WMD1836-Richmond Mullion Door Only,35.00 ,0.00 ,239.00 ,19.10,1.78,36.03,0.71,12.4
Cabinets(Richmond):WMD1842-Richmond,WMD1842-Richmond Mullion Door Only,15.00 ,0.00 ,269.00 ,19.10,1.78,41.93,0.83,14.8
Cabinets(Richmond):WMD3030-Richmond,WMD3030-Richmond Mullion Door Only,7.00 ,4.00 ,359.00 ,16.15,2.56,30.12,0.72,16.1
Cabinets(Richmond):WMD3036-Richmond,WMD3036-Richmond Mullion Door Only,4.00 ,5.00 ,399.00 ,16.15,2.56,36.03,0.87,19.7
Cabinets(Richmond):WMD3042-Richmond,WMD3042-Richmond Mullion Door Only,6.00 ,0.00 ,439.00 ,16.15,2.56,41.93,1.01,22.8
Cabinets(Richmond):WMD3630-Richmond,WMD3630-Richmond Mullion Door Only,7.00 ,5.00 ,439.00 ,19.30,2.56,30.12,0.87,19.2
Cabinets(Richmond):WMD3636-Richmond,WMD3636-Richmond Mullion Door Only,17.00 ,4.00 ,479.00 ,19.30,2.56,36.03,1.03,22.8
Cabinets(Richmond):WMD3642-Richmond,WMD3642-Richmond Mullion Door Only,8.00 ,5.00 ,539.00 ,19.30,2.56,41.93,1.20,27.4
Cabinets(Richmond):WN630-Richmond,WN630-Richmond,29.00 ,0.00 ,129.00 ,8.08,31.89,13.59,2.03,6.311
Cabinets(Richmond):WN636-Richmond,WN636-Richmond,24.00 ,0.00 ,139.00 ,8.08,37.8,13.59,2.4,7.133
Cabinets(Richmond):WN642-Richmond,WN642-Richmond,19.00 ,6.00 ,149.00 ,8.08,43.71,13.59,2.78,13.2
Cabinets(Richmond):WR3015-Richmond,WR3015-Richmond,13.00 ,13.00 ,319.00 ,32.09,16.93,14.38,4.52,12.1
Cabinets(Richmond):WR3615-Richmond,WR3615-Richmond,14.00 ,7.00 ,359.00 ,38,16.93,14.38,5.35,26.4
Cabinets(Sierra),,0.00 ,0.00 ,0.00 ,,,,,
Cabinets(Sierra):B09-Sierra,B09-Sierra Full High Door,62.00 ,0.00 ,168.00 ,24.8,3.5,35.8,1.82,47.4
Cabinets(Sierra):B12-Sierra,B12-Sierra,182.00 ,0.00 ,184.00 ,24.8,3.5,35.8,1.82,59.4
Cabinets(Sierra):B15-Sierra,B15-Sierra,153.00 ,0.00 ,205.00 ,24.8,3.9,35.8,2.03,63.8
Cabinets(Sierra):B18-Sierra,B18-Sierra,130.00 ,0.00 ,209.00 ,24.8,4.3,35.8,2.23,72.3
Cabinets(Sierra):B21-Sierra,B21-Sierra,107.00 ,0.00 ,230.00 ,24.8,4.3,35.8,2.23,77.8
Cabinets(Sierra):B24-Sierra,B24-Sierra,195.00 ,0.00 ,251.00 ,24.8,4.9,35.8,2.53,84.5
Cabinets(Sierra):B27-Sierra,B27-Sierra,70.00 ,0.00 ,267.00 ,27.8,4.9,35.8,2.83,90.3
Cabinets(Sierra):B30-Sierra,B30-Sierra,105.00 ,0.00 ,324.00 ,30.3,4.9,35.8,3.09,95.9
Cabinets(Sierra):B33-Sierra,B33-Sierra,25.00 ,0.00 ,335.00 ,30.3,4.9,35.8,3.09,110.2
Cabinets(Sierra):B36-Sierra,B36-Sierra,56.00 ,0.00 ,345.00 ,30.3,4.9,37.4,3.23,116.8
Cabinets(Sierra):B42-Sierra,B42-Sierra,21.00 ,0.00 ,381.00 ,30.3,4.9,43.3,3.74,127.9
Cabinets(Sierra):B48-Sierra,B48-Sierra,16.00 ,0.00 ,419.00 ,30.3,5.3,49.4,4.61,154.3
Cabinets(Sierra):BECF24-Sierra,BECF24-Sierra,18.00 ,0.00 ,251.00 ,24.8,5.7,35.8,2.94,78.6
Cabinets(Sierra):BP4896-Sierra,BP4896-Sierra,38.00 ,0.00 ,239.00 ,48.0,0.2,96.1,0.53,28.7
Cabinets(Sierra):BWNT9-Sierra,BWNT9-Sierra,2.00 ,0.00 ,249.00 ,24.8,2.6,36.6,1.35,34.2
Cabinets(Sierra):DB12-Sierra,DB12-Sierra,34.00 ,0.00 ,320.00 ,24.8,4.9,35.8,2.53,83.8
Cabinets(Sierra):DB15-Sierra,DB15-Sierra,56.00 ,0.00 ,336.00 ,24.8,4.9,35.8,2.53,93.0
Cabinets(Sierra):DB18-Sierra,DB18-Sierra,45.00 ,0.00 ,348.00 ,24.8,5.3,36.4,2.78,98.3
Cabinets(Sierra):DB24-Sierra,DB24-Sierra,27.00 ,0.00 ,377.00 ,24.8,6.1,35.8,3.14,115.2
Cabinets(Sierra):DC2430-Sierra,DC2430-Sierra,189.00 ,0.00 ,261.00 ,24.8,6.3,31.5,2.85,78.8
Cabinets(Sierra):DCMD2430-Sierra,DCMD2430-Sierra,37.00 ,0.00 ,199.00 ,16.7,2.0,30.9,0.59,7.7
Cabinets(Sierra):F330-Sierra,F330-Sierra,210.00 ,0.00 ,59.00 ,0.91,0.4,3.17,0.07,2
Cabinets(Sierra):F396-Sierra,F396-Sierra,18.00 ,0.00 ,149.00 ,1.03,0.79,19.49,0.23,6
Cabinets(Sierra):F530A45-Sierra,F530A45-Sierra,5.00 ,0.00 ,139.00 ,0.91,0.63,3.17,0.11,2
Cabinets(Sierra):F630-Sierra,F630-Sierra,28.00 ,0.00 ,89.00 ,0.91,0.71,3.17,0.12,4
Cabinets(Sierra):F696-Sierra,F696-Sierra,18.00 ,0.00 ,209.00 ,1.46,0.99,19.49,0.41,11
Cabinets(Sierra):FF396-Sierra,FF396-Sierra,9.00 ,0.00 ,219.00 ,1.03,0.79,19.49,0.23,3.7
Cabinets(Sierra):FFROS3X3-Sierra,FFROS3X3-Sierra,9.00 ,0.00 ,79.00 ,0.42,0.67,0.44,0.01,0.2
Cabinets(Sierra):MCROWN-S-Sierra,MCROWN-S-Sierra,80.00 ,0.00 ,189.00 ,2,3,97,0.337,2.2
Cabinets(Sierra):MCROWN1-Sierra,MCROWN1-Sierra,74.00 ,0.00 ,99.00 ,0.95,0.56,19.49,0.15,1.5
Cabinets(Sierra):MCROWN2-Sierra,MCROWN2-Sierra,85.00 ,0.00 ,109.00 ,0.95,0.79,19.49,0.21,2.7
Cabinets(Sierra):MCROWN3-Sierra,MCROWN3-Sierra,126.00 ,0.00 ,189.00 ,1.15,1.11,19.49,0.36,3.9
Cabinets(Sierra):MCV8-Sierra,MCV8-Sierra,36.00 ,0.00 ,59.00 ,0.52,0.24,9.75,0.07,1.1
Cabinets(Sierra):MOC8-Sierra,MOC8-Sierra,38.00 ,0.00 ,59.00 ,0.32,0.30,9.75,0.06,1
Cabinets(Sierra):MSW8-Sierra,MSW8-Sierra,180.00 ,0.00 ,59.00 ,0.18,0.12,4.88,0.03,0.6
Cabinets(Sierra):OC3084-Sierra,OC3084-Sierra  (customer must cut out to install oven),3.00 ,0.00 ,839.00 ,30.5,4.1,85.4,6.24,279.4
Cabinets(Sierra):PEPR335-Sierra,PEPR335-Sierra,104.00 ,0.00 ,139.00 ,26.19,2.17,36.03,1.19,11.9
Cabinets(Sierra):PREPRP1.596-Sierra,PREPRP1.596-Sierra,50.00 ,0.00 ,259.00 ,26.19,2.17,97.45,3.2,28.2
Cabinets(Sierra):SB24-Sierra,SB24-Sierra,14.00 ,0.00 ,209.00 ,24.8,4.3,35.8,2.23,69.4
Cabinets(Sierra):SB27-Sierra,SB27-Sierra,34.00 ,0.00 ,230.00 ,27.8,4.3,35.8,2.49,74.1
Cabinets(Sierra):SB30-Sierra,SB30-Sierra,167.00 ,0.00 ,251.00 ,31.1,3.5,35.8,2.29,78.4
Cabinets(Sierra):SB33-Sierra,SB33-Sierra,47.00 ,0.00 ,261.00 ,30.3,4.3,35.8,2.72,83.8
Cabinets(Sierra):SB36-Sierra,SB36-Sierra,125.00 ,0.00 ,282.00 ,30.3,4.3,37.4,2.84,92.9
Cabinets(Sierra):SB42-Sierra,SB42-Sierra,17.00 ,0.00 ,293.00 ,30.7,3.7,43.3,2.88,102.3
Cabinets(Sierra):SB48-Sierra,SB48-Sierra,10.00 ,0.00 ,345.00 ,30.3,4.3,49.4,3.75,110.2
Cabinets(Sierra):SC2430-Sierra,SC2430-Sierra,7.00 ,0.00 ,167.00 ,24.8,3.5,31.5,1.60,54.5
Cabinets(Sierra):SC3030-Sierra,SC3030-Sierra,5.00 ,0.00 ,185.00 ,30.3,3.5,31.5,1.96,62.6
Cabinets(Sierra):SCB36-Sierra,SCB36-Sierra *** DOOR ON THE:,26.00 ,0.00 ,281.00 ,30.3,4.3,38.0,2.89,99.6
Cabinets(Sierra):SCB42-Sierra,SCB42-Sierra *** DOOR ON THE:,39.00 ,0.00 ,311.00 ,30.3,4.9,43.3,3.74,113.0
Cabinets(Sierra):SCER33-Sierra,SCER33-Sierra,54.00 ,0.00 ,549.00 ,32.5,4.9,35.8,3.32,102.1
Cabinets(Sierra):SCER36-Sierra,SCER36-Sierra,144.00 ,0.00 ,599.00 ,36.0,4.1,36.6,3.16,108.0
Cabinets(Sierra):SFC36-Sierra,SFC36-Sierra,42.00 ,0.00 ,345.00 ,37.0,2.0,37.6,1.59,39.2
Cabinets(Sierra):TOEKICK-Sierra,TOEKICK-Sierra,398.00 ,0.00 ,39.00 ,0.6,0.3,9.75,0.1,40.9
Cabinets(Sierra):U1584-Sierra,U1584-Sierra,12.00 ,0.00 ,482.00 ,24.8,4.1,85.4,5.07,165.3
Cabinets(Sierra):U1884-Sierra,U1884-Sierra,14.00 ,0.00 ,513.00 ,24.8,4.1,85.4,5.07,176.4
Cabinets(Sierra):V549SC-Sierra,V549SC-Sierra,20.00 ,0.00 ,99.00 ,0.91,0.63,5.06,0.17,6
Cabinets(Sierra):V549ST-Sierra,V549ST-Sierra,9.00 ,0.00 ,99.00 ,0.91,0.63,5.06,0.17,6
Cabinets(Sierra):W0930-Sierra,W0930-Sierra,45.00 ,0.00 ,93.00 ,12.8,4.3,31.5,1.01,23.7
Cabinets(Sierra):W1230-Sierra,W1230-Sierra,190.00 ,0.00 ,104.00 ,12.8,4.3,31.5,1.01,33.8
Cabinets(Sierra):W1530-Sierra,W1530-Sierra,186.00 ,0.00 ,114.00 ,15.9,4.3,31.5,1.26,38.6
Cabinets(Sierra):W1830-Sierra,W1830-Sierra,107.00 ,0.00 ,135.00 ,18.7,4.3,31.5,1.48,46.0
Cabinets(Sierra):W2130-Sierra,W2130-Sierra,105.00 ,0.00 ,146.00 ,21.7,4.3,31.5,1.71,50.3
Cabinets(Sierra):W2418-Sierra,W2418-Sierra,53.00 ,0.00 ,130.00 ,18.7,3.5,25.4,0.97,33.5
Cabinets(Sierra):W2424-Sierra,W2424-Sierra,30.00 ,0.00 ,150.00 ,24.8,4.3,25.4,1.58,44.4
Cabinets(Sierra):W2430-Sierra,W2430-Sierra,210.00 ,0.00 ,168.00 ,24.6,3.5,31.5,1.59,55.1
Cabinets(Sierra):W2730-Sierra,W2730-Sierra,96.00 ,0.00 ,181.00 ,27.8,3.5,31.5,1.79,58.6
Cabinets(Sierra):W3012-Sierra,W3012-Sierra,169.00 ,0.00 ,125.00 ,12.8,4.3,31.5,1.01,30.9
Cabinets(Sierra):W3015-Sierra,W3015-Sierra,239.00 ,0.00 ,135.00 ,15.9,3.5,31.5,1.03,33.7
Cabinets(Sierra):W3018-Sierra,W3018-Sierra,262.00 ,0.00 ,135.00 ,18.7,3.5,31.5,1.21,39.1
Cabinets(Sierra):W3024-Sierra,W3024-Sierra,133.00 ,0.00 ,168.00 ,24.8,3.5,31.5,1.60,53.5
Cabinets(Sierra):W3030-Sierra,W3030-Sierra,153.00 ,0.00 ,198.00 ,30.3,3.5,31.5,1.96,62.8
Cabinets(Sierra):W3312-Sierra,W3312-Sierra,16.00 ,0.00 ,131.00 ,12.8,4.3,34.3,1.10,33.5
Cabinets(Sierra):W3315-Sierra,W3315-Sierra,15.00 ,0.00 ,142.00 ,15.9,3.5,34.3,1.12,38.1
Cabinets(Sierra):W3318-Sierra,W3318-Sierra,10.00 ,0.00 ,146.00 ,18.7,3.5,34.3,1.31,41.3
Cabinets(Sierra):W3324-Sierra,W3324-Sierra,18.00 ,0.00 ,174.00 ,24.8,3.5,34.3,1.74,56.2
Cabinets(Sierra):W3330-Sierra,W3330-Sierra,47.00 ,0.00 ,209.00 ,30.3,3.5,34.3,2.13,70.5
Cabinets(Sierra):W3612-Sierra,W3612-Sierra,10.00 ,0.00 ,135.00 ,12.8,4.3,37.2,1.19,36.0
Cabinets(Sierra):W3615-Sierra,W3615-Sierra,37.00 ,0.00 ,146.00 ,15.9,3.5,37.2,1.22,41.0
Cabinets(Sierra):W3618-Sierra,W3618-Sierra,26.00 ,0.00 ,151.00 ,18.7,3.5,37.2,1.43,45.0
Cabinets(Sierra):W3624-Sierra,W3624-Sierra,63.00 ,0.00 ,184.00 ,24.8,3.5,37.2,1.89,60.6
Cabinets(Sierra):W3630-Sierra,W3630-Sierra,56.00 ,0.00 ,230.00 ,30.3,3.5,37.2,2.31,75.5
Cabinets(Sierra):W4230-Sierra,W4230-Sierra,25.00 ,0.00 ,251.00 ,30.9,3.5,43.1,2.73,81.0
Cabinets(Sierra):W4830-Sierra,W4830-Sierra,19.00 ,0.00 ,279.00 ,30.3,3.5,48.8,3.04,101.4
Cabinets(Sierra):WEC1230-Sierra,WEC1230-Sierra,10.00 ,0.00 ,177.00 ,17.3,3.5,32.1,1.14,29.8
Cabinets(Sierra):WMD1530-Sierra,WMD1530-Sierra,21.00 ,0.00 ,179.00 ,15.7,2.0,30.9,0.56,7.4
Cabinets(Sierra):WMD1830-Sierra,WMD1830-Sierra,9.00 ,0.00 ,219.00 ,18.7,2.0,30.9,0.66,9.0
Cabinets(Sierra):WMD3030-Sierra,WMD3030-Sierra,1.00-,0.00 ,359.00 ,30.7,2.0,30.9,1.09,16.8
Cabinets(Sierra):WMD3630-Sierra,WMD3630-Sierra,2.00 ,0.00 ,439.00 ,36.7,2.0,30.9,1.30,20.1
Cabinets(Sierra):WN630-Sierra,WN630-Sierra,19.00 ,0.00 ,109.00 ,12.8,2.6,31.5,0.60,15.1
Cabinets(Sierra):WR3015-Sierra,WR3015-Sierra,9.00 ,0.00 ,319.00 ,13.4,15.7,31.5,3.84,37.5
Cabinets(Villa Cherry),,0.00 ,0.00 ,0.00 ,,,,,
Cabinets(Villa Cherry):B09-Villa Cherry,B09-Villa Cherry Base Pantry Pull Out Cabinet,13.00 ,47.00 ,319.00 ,11.23,36.42,27.17,6.43,42
Cabinets(Villa Cherry):B12-Villa Cherry,B12-Villa Cherry,46.00 ,30.00 ,249.00 ,25.2,5.71,36.03,3,44
Cabinets(Villa Cherry):B15-Villa Cherry,B15-Villa Cherry,51.00 ,40.00 ,269.00 ,25.2,5.71,36.03,3,46.2
Cabinets(Villa Cherry):B18-Villa Cherry,B18-Villa Cherry,73.00 ,25.00 ,289.00 ,25.2,5.71,36.03,3,46.200
Cabinets(Villa Cherry):B21-Villa Cherry,B21-Villa Cherry,30.00 ,25.00 ,299.00 ,25.2,5.71,36.03,3,48
Cabinets(Villa Cherry):B24-Villa Cherry,B24-Villa Cherry,19.00 ,55.00 ,329.00 ,25.2,5.71,36.03,3,55.000
Cabinets(Villa Cherry):B27-Villa Cherry,B27-Villa Cherry,8.00 ,25.00 ,359.00 ,25.2,5.71,38.78,3.23,59.400
Cabinets(Villa Cherry):B30-Villa Cherry,B30-Villa Cherry,14.00 ,55.00 ,399.00 ,28.35,5.71,38.78,3.64,53.900
Cabinets(Villa Cherry):B33-Villa Cherry,B33-Villa Cherry,23.00 ,15.00 ,439.00 ,31.5,5.71,38.78,4.04,68.200
Cabinets(Villa Cherry):B36-Villa Cherry,B36-Villa Cherry,27.00 ,15.00 ,459.00 ,33.08,5.71,36.03,3.94,79.200
Cabinets(Villa Cherry):B42-Villa Cherry,B42-Villa Cherry,11.00 ,10.00 ,499.00 ,33.08,5.71,37.6,4.11,80.5
Cabinets(Villa Cherry):B48-Villa Cherry,B48-Villa Cherry,11.00 ,10.00 ,559.00 ,33.08,5.71,43.51,4.76,93.500
Cabinets(Villa Cherry):BECF24-Villa Cherry,BECF24-Villa Cherry,15.00 ,0.00 ,329.00 ,33.08,5.71,49.41,5.4,105.600
Cabinets(Villa Cherry):BM8-Villa Cherry,BM8-Villa Cherry,14.00 ,14.00 ,209.00 ,25.2,6.11,36.03,3.21,46.524
Cabinets(Villa Cherry):BP4896-Villa Cherry,BP4896-Villa Cherry,31.00 ,29.00 ,239.00 ,1.19,0.79,19.49,0.27,3
Cabinets(Villa Cherry):BWNT9-Villa Cherry,BWNT9-Villa Cherry,5.00 ,5.00 ,249.00 ,49.22,0.91,97.45,2.52,26.4
Cabinets(Villa Cherry):DB12-Villa Cherry,DB12-Villa Cherry,18.00 ,13.00 ,389.00 ,25.2,6.89,38.78,3.9,49.5
Cabinets(Villa Cherry):DB15-Villa Cherry,DB15-Villa Cherry,25.00 ,16.00 ,419.00 ,25.2,6.89,38.78,3.9,53.9
Cabinets(Villa Cherry):DB18-Villa Cherry,DB18-Villa Cherry,24.00 ,15.00 ,449.00 ,25.2,6.89,38.78,3.9,56.1
Cabinets(Villa Cherry):DB21-Villa Cherry,DB21-Villa Cherry,18.00 ,10.00 ,459.00 ,25.2,6.89,38.78,3.9,61.6
Cabinets(Villa Cherry):DB24-Villa Cherry,DB24-Villa Cherry,13.00 ,15.00 ,479.00 ,25.2,6.89,38.78,3.9,66
Cabinets(Villa Cherry):DC2430-Villa Cherry,DC2430-Villa Cherry,38.00 ,19.00 ,369.00 ,20.08,8.08,34.45,3.24,46.2
Cabinets(Villa Cherry):DC2436-Villa Cherry,DC2436-Villa Cherry,35.00 ,5.00 ,399.00 ,20.08,8.08,37.6,3.53,51.7
Cabinets(Villa Cherry):DC2442-Villa Cherry,DC2442-Villa Cherry,33.00 ,18.00 ,419.00 ,20.08,8.86,43.51,4.48,49.5
Cabinets(Villa Cherry):DC2736-Villa Cherry,DC2736-Villa Cherry,9.00 ,13.00 ,409.00 ,24.41,8.08,37.6,4.29,60.5
